,GHI(W/m2),DHI(W/m2),DNI(W/m2),TEMPERATURE,R.HUMIDITY,WINDSPEED,CABLE#1,CABLE#2,CABLE#3,CABLE#4,CABLE#5,TX(LV)
7872,240.0,243.0,0.0,30.6,38.0,31.7,2.088254,1.993712,2.110863,2.009088,1.227827,9.381656
7873,549.0,275.0,357.0,31.2,35.0,31.7,4.240788,4.16404,4.270406,4.107823,2.451165,19.423328
7874,95.0,102.0,1.0,30.0,38.0,29.2,0.831602,0.791387,0.768047,0.757406,0.438058,3.983668
7876,1.0,0.0,0.0,22.7,72.0,17.6,0.0,0,0.0,0.0,0.0,0.0
7877,35.0,41.0,0.0,22.6,73.0,20.9,0.280589,0.266417,0.261814,0.264691,0.132168,0.990024
7878,72.0,74.0,0.0,23.2,71.0,25.2,0.615445,0.599916,0.656673,0.595977,0.397484,2.970072
7879,240.0,241.0,0.0,25.2,67.0,37.1,1.951268,1.96516,1.974339,1.937768,1.264991,9.19308
7880,355.0,352.0,2.0,26.3,55.0,31.0,3.370703,3.247154,3.406446,3.180867,1.93859,15.934672
7881,984.0,411.0,464.0,28.5,44.0,32.4,3.340012,7.0356,3.360064,7.883776,5.298762,28.144968
7882,1016.0,329.0,504.0,29.1,52.0,37.1,7.699972,7.758381,7.777022,7.690909,4.958961,36.77232
7883,412.0,398.0,5.0,32.4,31.0,32.0,3.213075,4.070232,2.889416,3.755509,1.951558,15.840384
7884,933.0,562.0,328.0,33.4,28.0,32.4,6.01826,7.003178,6.47825,7.831497,5.366634,33.542956
7885,413.0,411.0,7.0,32.5,34.0,40.7,5.836064,3.781162,4.863425,3.712062,2.060982,21.049796
7886,259.0,263.0,1.0,31.9,30.0,25.9,1.959527,2.053136,1.991594,2.021737,1.270839,9.004504
7887,106.0,107.0,1.0,31.3,31.0,27.7,0.897546,0.844381,0.857699,0.914615,0.583494,4.455108
7889,1.0,0.0,1.0,22.2,72.0,20.9,0.0,0,0.0,0.0,0.0,0.0
7890,47.0,51.0,1.0,22.5,71.0,20.2,0.331334,0.355012,0.335722,0.327418,0.195539,0.966452
7891,182.0,152.0,48.0,23.5,71.0,23.8,2.135515,1.46648,1.720022,2.124854,1.04315,9.452372
7892,532.0,311.0,248.0,25.5,67.0,29.5,2.567938,2.328892,2.722187,2.381569,2.434511,12.49316
7893,710.0,335.0,348.0,27.4,49.0,31.7,4.228779,5.131373,5.583298,5.598941,3.366841,24.892032
7894,286.0,287.0,3.0,29.4,39.0,32.8,3.240574,2.333538,3.148568,2.250295,1.337547,13.153176
7895,996.0,264.0,539.0,30.2,44.0,33.5,7.754556,7.272596,7.78379,7.689628,4.539402,36.112304
7896,993.0,324.0,522.0,31.9,32.0,28.4,4.828785,7.52014,4.566064,7.592016,4.907393,30.030728
7897,426.0,382.0,35.0,32.5,30.0,27.4,6.892633,3.760248,4.439821,3.050029,2.145932,20.908364
7898,302.0,304.0,4.0,31.5,39.0,18.4,2.252932,2.343391,2.282656,2.316985,1.448297,11.220272
7899,233.0,243.0,3.0,30.9,36.0,28.1,1.805472,2.090256,1.803712,1.813503,1.159441,8.580208
7900,153.0,164.0,0.0,30.7,36.0,25.2,1.15115,1.132126,1.157178,1.149633,0.728344,4.95012
7902,1.0,0.0,1.0,22.1,75.0,18.7,0.0,0,0.0,0.0,0.0,0.0
7903,66.0,72.0,1.0,22.2,75.0,18.4,0.540685,0.560426,0.552665,0.49287,0.334312,2.027192
7904,150.0,151.0,5.0,23.6,69.0,23.4,1.117767,1.130234,1.109413,1.089633,0.742535,5.350844
7905,302.0,230.0,44.0,25.5,66.0,29.5,1.678014,1.962418,1.6814,1.702479,1.100192,8.203056
7906,431.0,344.0,61.0,27.3,51.0,34.6,5.609892,5.921778,5.856837,5.536966,2.436327,25.976344
7907,362.0,346.0,9.0,28.5,46.0,33.5,4.150865,6.618047,3.721431,7.268542,2.573434,25.45776
7908,1014.0,305.0,520.0,29.5,42.0,33.5,4.883599,8.102898,7.218808,8.082219,4.99912,34.132256
7909,971.0,311.0,503.0,31.5,35.0,31.0,5.489456,7.450414,7.117331,7.255775,4.646763,32.953656
7910,691.0,330.0,311.0,32.3,32.0,28.8,4.703383,2.536948,5.968405,3.329799,2.647234,19.871196
7911,435.0,411.0,32.0,31.5,36.0,37.1,4.480958,4.361939,4.500188,4.757616,2.557736,20.6255
7912,335.0,305.0,49.0,31.1,35.0,25.9,3.083757,3.574074,3.579583,3.6356,1.816212,15.887528
7913,171.0,177.0,12.0,30.7,37.0,27.4,1.231029,1.264672,1.198155,1.270246,0.853084,5.940144
7915,0.0,0.0,1.0,22.4,77.0,19.8,0.0,0,0.0,0.0,0.0,0.0
7916,66.0,54.0,67.0,22.7,75.0,19.4,0.468077,0.524255,0.394833,0.463887,0.326811,2.215768
7917,406.0,195.0,348.0,24.0,70.0,23.4,2.1402,2.732094,1.977076,2.551235,1.926213,10.72526
7918,576.0,166.0,475.0,25.7,69.0,44.3,4.550982,4.547914,4.578089,4.53958,2.919338,21.68624
7919,746.0,159.0,553.0,27.4,55.0,31.3,6.207641,6.119787,6.249507,5.793068,3.898516,28.969988
7920,949.0,245.0,561.0,28.7,49.0,29.9,7.341677,7.185228,7.280056,7.390882,4.723081,34.721556
7921,1093.0,267.0,608.0,30.7,46.0,37.1,7.828759,7.327618,7.8858,7.98408,5.027339,36.960896
7922,995.0,225.0,581.0,30.9,41.0,29.2,7.306733,7.541567,7.344315,7.516701,4.58838,34.721556
7923,869.0,253.0,518.0,32.0,38.0,25.9,6.747278,6.845671,6.676817,6.44823,3.265506,31.374332
7924,721.0,187.0,542.0,33.5,34.0,18.4,5.480099,5.458991,5.496066,5.40884,3.425044,26.141348
7925,536.0,191.0,437.0,31.4,39.0,25.9,3.485605,3.610257,3.494454,3.528929,2.315697,17.0897
7926,104.0,108.0,6.0,30.9,40.0,26.6,0.976116,0.964966,0.923653,0.93767,0.493164,4.47868
7928,0.0,0.0,0.0,21.8,81.0,17.6,0.0,0,0.0,0.0,0.0,0.0
7929,28.0,31.0,0.0,22.1,81.0,16.6,0.20344,0.198408,0.207922,0.197601,0.13006,0.990024
7930,188.0,192.0,0.0,23.6,74.0,21.6,1.496955,1.521048,1.531879,1.510321,0.980298,7.118744
7931,380.0,365.0,14.0,25.7,67.0,33.5,2.934756,3.424054,3.040413,3.48225,2.047523,15.486804
7932,598.0,360.0,219.0,27.3,56.0,28.4,4.613156,4.016396,3.946005,5.013768,4.504081,22.03982
7933,346.0,343.0,0.0,28.1,53.0,28.4,2.834041,2.739879,2.800933,2.74114,1.749934,13.813192
7934,544.0,483.0,4.0,29.5,51.0,29.5,4.314798,4.213212,4.117657,4.009808,2.703037,20.083344
7935,450.0,442.0,1.0,30.6,45.0,27.4,4.501833,3.894061,4.490619,3.827933,2.343461,18.8576
7936,1108.0,528.0,515.0,31.6,41.0,28.8,4.210948,4.815944,4.346694,4.849497,3.835348,23.289136
7937,336.0,322.0,13.0,32.0,42.0,37.1,2.523816,3.1049,2.512708,3.143997,2.270625,13.766048
7938,349.0,204.0,177.0,31.5,40.0,30.2,4.154285,2.570097,4.182843,3.221375,1.215229,16.26468
7939,261.0,99.0,380.0,31.0,42.0,28.8,1.537442,1.556206,1.551151,1.544564,1.010392,7.213032
7941,1.0,1.0,1.0,22.3,82.0,16.9,0.0,0,0.0,0.0,0.0,0.0
7942,18.0,21.0,1.0,22.3,81.0,17.6,0.132619,0.130774,0.13023,0.130034,0.06498,0.0
7943,97.0,98.0,1.0,23.4,74.0,20.5,0.812731,0.801168,0.810803,0.788116,0.535541,4.00724
7944,390.0,347.0,43.0,25.0,69.0,40.7,2.575408,3.137874,2.767578,4.336552,2.326395,14.96822
7945,548.0,474.0,54.0,27.3,52.0,28.1,3.033827,3.980159,2.761916,3.484905,2.949777,16.453256
7946,451.0,413.0,26.0,29.0,44.0,29.5,6.132384,7.11116,6.7496,7.431068,3.015784,31.633624
7947,1124.0,278.0,612.0,30.0,45.0,33.5,7.976439,8.511422,8.803112,8.45997,5.364718,40.260976
7948,408.0,314.0,80.0,31.7,33.0,29.9,8.267888,6.697262,8.323337,7.465655,3.256105,35.00442
7949,265.0,271.0,4.0,32.5,29.0,29.5,5.778464,3.453863,7.443417,4.415863,1.356034,23.265564
7950,885.0,320.0,570.0,33.0,34.0,37.1,5.49868,6.623677,5.447787,6.504416,4.086984,28.239256
7951,203.0,216.0,1.0,30.8,37.0,30.2,2.314819,1.820678,2.449495,2.038841,1.029638,8.533064
7952,266.0,103.0,380.0,30.8,35.0,30.2,0.666032,1.263037,0.741221,1.191109,0.979902,4.667256
7954,1.0,0.0,1.0,22.3,71.0,25.6,0.0,0,0.0,0.0,0.0,0.0
7955,72.0,57.0,93.0,22.6,68.0,23.4,0.542925,0.554386,0.542841,0.538708,0.328207,2.050764
7956,203.0,197.0,18.0,23.2,65.0,26.3,1.613235,1.991913,1.543789,1.785222,1.305121,8.815928
7957,312.0,299.0,12.0,25.5,62.0,48.2,3.540565,3.485828,3.598403,3.64976,1.722884,16.453256
7958,753.0,234.0,494.0,25.5,55.0,31.7,6.001182,6.058177,6.012421,5.991004,3.894833,28.074252
7959,559.0,431.0,66.0,27.6,44.0,37.4,5.949248,4.226168,3.665723,3.381226,2.151415,19.729764
7960,1023.0,362.0,493.0,30.0,41.0,46.4,4.097569,3.802961,7.461654,5.862512,4.75885,26.16492
7961,1113.0,572.0,395.0,31.3,30.0,37.4,3.619626,6.939987,3.607354,6.168919,6.047511,26.966368
7962,631.0,266.0,318.0,32.3,27.0,36.7,6.249705,6.668456,7.116964,6.948213,3.65705,31.067896
7963,735.0,232.0,514.0,32.5,29.0,46.4,5.69055,5.615543,5.6792,5.54032,3.537942,26.094204
7964,552.0,198.0,445.0,32.2,26.0,34.9,3.891315,3.837421,3.829163,3.814925,2.463302,17.91472
7965,167.0,135.0,67.0,31.4,27.0,36.0,0.938992,1.208064,0.844903,1.020167,0.760651,4.761544
7967,0.0,0.0,1.0,22.2,69.0,25.2,0.0,0,0.0,0.0,0.0,0.0
7968,32.0,36.0,1.0,22.5,65.0,24.8,0.199668,0.269533,0.205356,0.267251,0.133641,0.966452
7969,120.0,125.0,1.0,23.8,59.0,26.3,1.003071,0.975285,0.957695,0.965645,0.650367,4.313676
7970,575.0,265.0,357.0,25.2,64.0,46.4,4.620548,4.639787,4.570485,4.610346,2.984286,21.992676
7971,310.0,308.0,2.0,27.4,46.0,38.9,4.628669,3.197601,6.143038,3.394688,1.679828,19.4469
7972,769.0,353.0,283.0,28.1,45.0,37.4,5.530407,5.739105,6.519191,6.809058,3.93345,28.592836
7973,967.0,379.0,341.0,29.5,44.0,48.2,5.836308,3.014427,5.4,2.568105,3.307989,20.86122
7974,985.0,482.0,380.0,30.4,34.0,36.0,3.14113,6.531456,3.233046,6.583419,5.150996,24.774172
7975,890.0,290.0,520.0,30.1,36.0,33.1,6.661595,6.775342,6.688801,6.753755,4.449092,31.58648
7976,693.0,272.0,432.0,30.1,41.0,40.7,2.711708,4.563299,4.178895,5.038774,2.763697,19.824052
7977,547.0,220.0,411.0,30.3,34.0,29.5,3.761188,3.703458,3.388225,3.414989,2.400605,16.241108
7978,262.0,140.0,290.0,29.0,37.0,29.5,1.678678,1.652505,1.666887,1.563567,0.989278,8.462348
7980,0.0,0.0,0.0,20.9,66.0,22.7,0.0,0,0.0,0.0,0.0,0.0
7981,64.0,68.0,24.0,21.2,65.0,23.0,0.336007,0.391551,0.399872,0.405004,0.264353,1.980048
7982,311.0,131.0,292.0,22.6,59.0,26.3,2.294272,2.293751,2.306123,2.2629,1.471526,10.465968
7983,553.0,181.0,431.0,24.7,60.0,40.7,4.280609,4.329101,4.31528,4.330515,2.791333,19.989056
7984,736.0,201.0,493.0,26.6,42.0,34.2,4.19308,6.079732,4.664906,6.01131,3.841016,25.882056
7985,1009.0,341.0,526.0,28.4,36.0,36.0,4.078362,5.655947,4.036902,5.666998,4.992308,24.962748
7986,610.0,361.0,109.0,29.7,39.0,46.4,7.905079,8.020423,8.960152,8.991237,5.085715,39.318096
7987,1054.0,334.0,537.0,31.3,29.0,32.0,7.916857,6.368467,7.950989,6.296601,4.401448,34.132256
7988,955.0,315.0,543.0,33.5,23.0,29.9,7.35622,5.745974,7.549762,7.502061,4.821774,33.755104
7989,525.0,217.0,360.0,32.0,32.0,38.9,5.392724,5.3881,5.383678,5.31459,3.361223,25.151324
7990,333.0,203.0,150.0,30.8,31.0,31.7,3.912632,2.306385,3.393235,2.250097,1.447657,13.31818
7991,271.0,154.0,210.0,31.2,29.0,30.6,1.080702,1.354551,1.013659,1.059361,0.880675,4.643684
7993,0.0,0.0,1.0,21.4,65.0,20.2,0.0,0,0.0,0.0,0.0,0.0
7994,71.0,50.0,105.0,21.7,65.0,20.2,0.465868,0.547539,0.480798,0.483118,0.270438,2.168624
7995,345.0,100.0,392.0,23.2,60.0,23.0,2.486352,2.506534,2.497321,2.456384,1.564523,11.243844
7996,562.0,140.0,485.0,25.0,63.0,14.8,4.481929,4.494979,4.446397,4.355243,2.680498,21.2148
7997,746.0,153.0,555.0,27.1,44.0,29.5,6.178283,6.099529,6.16953,5.076678,3.931605,27.862104
7998,305.0,302.0,3.0,28.9,38.0,32.0,6.794552,2.673192,6.454372,2.659907,1.574877,21.356232
7999,460.0,417.0,4.0,29.7,40.0,46.4,3.200504,3.396292,3.351558,3.493232,2.28058,16.217536
8000,738.0,472.0,133.0,29.6,39.0,34.2,4.64248,8.165517,3.979769,7.812072,4.769966,29.535716
8001,787.0,307.0,448.0,31.3,34.0,34.2,3.13065,3.623842,1.969992,4.206907,4.449485,18.409732
8002,751.0,311.0,398.0,30.6,39.0,33.5,3.38622,3.618349,2.475529,2.871619,3.344458,16.02896
8003,546.0,213.0,422.0,30.6,34.0,29.5,3.533641,3.579873,3.526001,3.600739,2.377591,16.924696
8004,115.0,106.0,16.0,30.1,36.0,27.7,1.023319,0.959346,0.979666,0.882009,0.533639,5.232984
8006,1.0,0.0,0.0,21.8,72.0,18.4,0.0,0,0.0,0.0,0.0,0.0
8007,34.0,40.0,0.0,22.1,72.0,18.4,0.262863,0.268695,0.266364,0.26186,0.129978,0.966452
8008,194.0,200.0,0.0,23.2,68.0,21.2,1.631639,1.626614,1.623754,1.613648,1.007671,7.048028
8009,240.0,240.0,0.0,24.6,68.0,42.5,2.318206,2.228291,2.320155,2.150296,1.356926,10.442396
8010,367.0,349.0,16.0,26.7,51.0,29.5,2.735166,2.815407,2.789454,2.953784,1.991405,13.718904
8011,852.0,492.0,263.0,27.9,45.0,31.7,6.437523,5.737131,6.563313,7.081116,3.317756,29.842152
8012,338.0,305.0,13.0,29.1,46.0,37.1,7.612526,5.580255,7.751765,6.88308,1.74621,30.855748
8013,1033.0,338.0,521.0,29.5,37.0,29.9,4.655919,7.737107,7.129443,8.015524,5.15471,34.391548
8014,198.0,198.0,1.0,29.4,38.0,30.2,1.971938,1.880229,1.948697,1.808045,1.124715,9.688092
8015,759.0,337.0,421.0,29.4,46.0,33.5,5.888382,6.195392,5.651427,5.959438,3.894039,28.262828
8016,242.0,252.0,0.0,29.8,37.0,28.4,1.669995,1.782266,1.731568,1.729053,1.168791,8.72164
8017,87.0,89.0,1.0,29.5,38.0,24.8,0.647251,0.702697,0.630327,0.705528,0.431954,3.30008
8019,0.0,0.0,0.0,21.2,82.0,15.5,0.0,0,0.0,0.0,0.0,0.0
8020,41.0,44.0,0.0,21.7,81.0,15.8,0.260408,0.266401,0.268705,0.271446,0.20462,0.990024
8021,152.0,154.0,0.0,22.7,75.0,23.0,1.038372,1.141811,1.035326,1.082742,0.815695,5.091552
8022,627.0,342.0,284.0,24.1,76.0,22.3,3.657105,3.012558,2.937513,3.018783,2.434279,14.308204
8023,858.0,382.0,408.0,26.2,56.0,27.7,4.863878,5.820649,5.782536,6.266516,3.97499,27.602812
8024,1031.0,356.0,516.0,27.9,48.0,28.1,2.44918,4.014737,2.436249,6.701704,4.915826,21.874816
8025,374.0,325.0,22.0,29.5,47.0,37.1,7.602317,7.122477,5.472556,7.443783,3.729778,32.29364
8026,1085.0,363.0,530.0,29.7,39.0,27.7,6.456802,7.2314,6.256753,8.333098,5.442249,35.263712
8027,956.0,307.0,543.0,30.3,38.0,25.9,7.340371,7.497497,7.081266,7.423542,4.855298,35.24014
8028,181.0,185.0,1.0,31.1,38.0,33.5,1.310322,1.38994,1.300246,1.37354,0.913804,6.340868
8029,590.0,315.0,336.0,30.2,38.0,23.4,2.221896,2.33643,2.259646,2.359603,2.38037,11.762428
8030,206.0,112.0,223.0,29.6,40.0,23.8,1.571926,1.542488,1.522535,1.513947,0.896655,7.495896
8032,0.0,0.0,0.0,21.3,83.0,17.6,0.0,0,0.0,0.0,0.0,0.0
8033,43.0,44.0,0.0,21.5,82.0,16.6,0.0,0,0.0,0.0,0.0,0.0
8034,169.0,169.0,1.0,22.9,75.0,24.5,1.318676,1.40268,1.431665,1.404734,0.875895,6.60016
8035,308.0,273.0,27.0,25.7,66.0,25.9,4.117064,2.391885,3.874418,2.974635,2.319158,16.14682
8036,641.0,336.0,235.0,26.3,57.0,27.7,5.149574,3.80851,3.713938,3.503007,2.566925,18.928316
8037,600.0,532.0,40.0,27.9,48.0,27.4,4.806533,4.779905,5.044296,4.890636,3.113888,22.464116
8038,452.0,410.0,11.0,29.0,44.0,40.7,3.297125,4.814294,2.991769,3.671763,3.087507,18.315444
8039,438.0,412.0,14.0,30.7,36.0,31.7,4.224168,3.34716,6.560813,3.624539,2.232727,21.191228
8040,845.0,389.0,367.0,30.1,37.0,27.7,3.631039,6.156128,3.747482,6.171716,3.970876,24.774172
8041,679.0,296.0,370.0,31.7,34.0,44.3,5.209263,5.284227,5.208457,5.27508,3.398565,25.316328
8042,263.0,270.0,7.0,30.0,37.0,31.0,2.040566,2.056069,2.133304,2.004006,1.294371,10.183104
8043,258.0,188.0,154.0,29.2,40.0,30.2,1.773738,1.810685,1.754817,1.806915,1.155776,8.580208
8045,1.0,0.0,0.0,21.3,83.0,17.6,0.0,0,0.0,0.0,0.0,0.0
8046,72.0,76.0,13.0,21.5,82.0,16.6,0.489102,0.495479,0.489147,0.467937,0.287364,2.074336
8047,216.0,204.0,21.0,22.9,75.0,24.5,3.497184,2.917702,3.495182,2.941711,1.216909,14.803216
8048,675.0,248.0,469.0,25.7,66.0,25.9,1.583449,1.91746,1.641585,1.753283,2.931725,9.711664
8049,384.0,347.0,13.0,26.3,57.0,27.7,3.299241,2.929954,2.899478,2.739802,3.090594,15.180368
8050,594.0,516.0,34.0,27.9,48.0,27.4,2.534958,4.121211,2.779557,3.218305,2.33981,15.67538
8051,1057.0,255.0,554.0,29.0,44.0,40.7,8.251715,6.681459,8.209775,6.748823,4.596261,35.12228
8052,981.0,950.0,2.0,30.7,36.0,31.7,7.470011,7.516619,7.446197,7.478635,4.880735,36.06516
8053,391.0,388.0,0.0,30.1,37.0,27.7,3.781585,3.437193,3.654979,3.481682,2.171988,16.005388
8054,765.0,809.0,0.0,31.7,34.0,44.3,2.283711,4.387664,2.027704,3.713429,3.936787,16.712548
8055,652.0,690.0,0.0,30.0,37.0,31.0,4.481902,4.574319,4.48777,4.487346,2.777638,21.497664
8056,251.0,308.0,0.0,29.2,40.0,30.2,1.577343,1.477327,1.508882,1.558546,0.985567,7.708044
8058,0.0,0.0,0.0,22.7,64.0,19.8,0.0,0,0.0,0.0,0.0,0.0
8059,51.0,54.0,0.0,22.5,64.0,19.4,0.405573,0.420194,0.400581,0.410876,0.215932,0.990024
8060,200.0,161.0,65.0,24.0,60.0,22.7,1.709268,1.587413,1.701231,1.714332,1.124429,7.472324
8061,614.0,135.0,536.0,26.7,54.0,22.3,4.200402,4.901505,4.868161,4.823733,3.076838,22.251968
8062,412.0,413.0,0.0,27.8,48.0,34.9,4.760962,4.100614,4.856526,3.977025,2.28902,20.578356
8063,1057.0,316.0,570.0,29.4,42.0,35.3,8.108262,8.031221,8.1863,8.214517,5.392454,38.257356
8064,1053.0,313.0,519.0,30.5,37.0,38.9,7.247639,7.549848,7.340385,6.554111,4.447825,34.485836
8065,900.0,231.0,486.0,31.2,35.0,33.8,7.354383,7.184527,7.697672,6.987866,4.482052,35.192996
8066,344.0,336.0,6.0,32.0,32.0,32.0,7.911351,3.879384,8.044029,3.286334,1.762951,25.080608
8067,361.0,363.0,0.0,31.5,36.0,33.5,3.045091,2.952412,3.072693,2.890181,1.907841,13.931052
8068,368.0,354.0,23.0,32.5,28.0,30.6,4.163607,3.147895,4.482661,3.173163,1.864987,17.136844
8069,225.0,208.0,48.0,32.4,28.0,32.0,2.194362,2.214488,2.248917,2.213636,1.018782,10.536684
8071,1.0,0.0,1.0,21.4,79.0,16.9,0.0,0,0.0,0.0,0.0,0.0
8072,89.0,95.0,34.0,21.7,77.0,17.6,0.611177,0.59435,0.597507,0.616247,0.340864,2.9465
8073,385.0,123.0,396.0,22.8,70.0,20.9,2.736424,2.877332,2.775405,2.856594,1.801285,12.49316
8074,716.0,300.0,455.0,25.2,65.0,27.7,3.696619,4.488577,5.110662,4.330898,3.421025,22.369828
8075,303.0,304.0,2.0,26.0,54.0,22.7,7.611204,5.856996,7.959748,6.249092,1.625931,30.29002
8076,423.0,408.0,9.0,28.0,45.0,24.8,7.992687,6.17921,8.973351,6.240264,2.435579,32.52936
8077,406.0,374.0,10.0,29.5,44.0,31.3,8.75881,4.559138,9.252937,5.986077,2.007575,31.209328
8078,792.0,526.0,184.0,31.1,34.0,26.3,9.297226,6.342523,9.084601,6.076092,3.96237,36.371596
8079,730.0,414.0,183.0,31.7,32.0,28.4,7.859872,6.705332,7.184216,7.587486,3.878501,33.23652
8080,812.0,324.0,472.0,32.0,36.0,25.9,6.455468,6.744187,6.471823,6.636675,4.350665,31.280044
8081,659.0,246.0,495.0,31.7,31.0,27.4,4.503393,4.575388,4.502797,4.545137,2.896712,21.56838
8082,302.0,133.0,370.0,31.2,32.0,26.3,1.485371,1.587026,1.372271,1.567347,1.126959,8.108768
8084,1.0,0.0,0.0,20.8,81.0,13.0,0.0,0,0.0,0.0,0.0,0.0
8085,60.0,62.0,8.0,21.1,79.0,14.0,0.4757,0.457409,0.480467,0.496831,0.268339,2.050764
8086,162.0,161.0,1.0,22.7,73.0,17.3,1.437024,1.368952,1.421575,1.392994,0.842485,6.529444
8087,577.0,168.0,445.0,25.5,64.0,18.4,2.698376,1.743741,3.521644,1.84186,2.855251,13.577472
8088,836.0,309.0,467.0,26.6,52.0,21.6,2.701288,4.907831,2.787812,5.404911,2.327715,18.551164
8089,881.0,244.0,484.0,28.7,43.0,22.7,7.325995,7.403028,7.332437,7.421961,4.109139,34.815844
8090,1006.0,186.0,578.0,29.6,46.0,14.8,7.497366,7.536485,5.934754,7.487266,4.850769,33.82582
8091,1006.0,223.0,566.0,31.6,32.0,26.6,7.648895,7.642666,7.667091,7.358276,3.749957,35.098708
8092,929.0,268.0,556.0,32.3,30.0,26.6,7.189464,7.475181,7.476287,7.374836,4.718331,34.603696
8093,817.0,295.0,505.0,32.0,36.0,18.4,3.0338,2.094883,3.266076,2.107937,2.779096,14.402492
8094,584.0,189.0,470.0,32.8,29.0,25.9,1.893741,3.684893,3.520015,3.693609,2.316542,15.227512
8095,277.0,122.0,345.0,32.0,30.0,27.4,1.678637,1.702488,1.662797,1.646293,1.117472,7.613756
8097,0.0,0.0,1.0,21.1,75.0,13.7,0.0,0,0.0,0.0,0.0,0.0
8098,38.0,40.0,1.0,21.7,79.0,14.0,0.220511,0.269477,0.202087,0.27329,0.215372,1.06074
8099,349.0,248.0,153.0,23.0,74.0,18.7,3.121312,3.431275,3.185332,3.407255,1.95742,14.685356
8100,336.0,317.0,8.0,25.1,69.0,11.2,1.673682,2.161149,1.714124,2.131937,1.618287,9.145936
8101,312.0,298.0,6.0,26.4,55.0,23.8,6.865942,6.19501,6.811703,6.128244,1.576214,28.52212
8102,1086.0,444.0,494.0,28.5,43.0,24.8,2.517314,2.971679,2.500211,3.171904,3.578057,15.109652
8103,518.0,485.0,2.0,28.2,55.0,33.5,4.641299,4.620838,4.318948,4.590209,2.753708,22.27554
8104,964.0,262.0,519.0,31.5,34.0,25.9,7.444842,7.403724,7.41175,7.359743,4.709629,34.65084
8105,825.0,254.0,473.0,30.7,36.0,24.5,6.515461,6.536121,6.502084,6.460534,4.096148,30.620028
8106,720.0,218.0,494.0,32.0,35.0,31.3,5.5088,5.54245,5.453999,5.477531,3.573848,26.377068
8107,541.0,178.0,436.0,31.7,32.0,24.5,3.229879,3.665768,3.256185,3.630409,2.400933,17.018984
8108,264.0,134.0,297.0,30.7,35.0,24.5,1.617152,1.584184,1.670583,1.605815,1.029444,8.344488
8110,0.0,0.0,1.0,20.5,81.0,13.3,0.0,0,0.0,0.0,0.0,0.0
8111,69.0,58.0,31.0,20.8,80.0,14.8,0.534101,0.534613,0.550031,0.543957,0.333591,2.097908
8112,257.0,160.0,143.0,22.7,73.0,17.6,1.332819,1.499503,1.25465,1.410604,1.076586,6.576588
8113,717.0,295.0,458.0,25.0,66.0,18.4,5.352312,5.500962,5.326701,5.469082,3.573832,25.363472
8114,898.0,281.0,543.0,26.9,49.0,22.3,2.147789,4.617323,2.076594,4.444718,4.427446,18.2683
8115,1004.0,264.0,569.0,29.0,40.0,23.0,2.935545,6.037516,2.232015,5.069449,5.054189,22.016248
8116,653.0,273.0,277.0,29.5,41.0,24.1,7.858698,8.042113,7.604116,7.959497,5.173696,37.59734
8117,1071.0,289.0,574.0,31.6,33.0,23.4,2.19495,5.527896,2.512382,6.444227,5.389571,23.147704
8118,820.0,300.0,254.0,33.2,28.0,22.3,5.588955,6.343317,4.849644,5.376589,3.209072,25.740624
8119,217.0,209.0,14.0,32.0,34.0,37.1,5.001549,3.973383,5.065234,3.887317,1.721897,20.38978
8120,150.0,160.0,1.0,31.3,33.0,29.2,1.110963,1.065911,1.066305,1.07305,0.68649,5.209412
8121,264.0,102.0,363.0,30.9,36.0,28.1,1.578463,1.601387,1.596515,1.605617,1.041305,7.684472
8123,0.0,0.0,1.0,21.7,85.0,14.0,0.0,0,0.0,0.0,0.0,0.0
8124,44.0,47.0,1.0,21.7,86.0,13.3,0.327001,0.411734,0.391802,0.404735,0.26331,0.966452
8125,319.0,176.0,236.0,22.7,80.0,19.8,1.101673,1.278424,1.15905,1.347702,1.040275,6.034432
8126,276.0,273.0,2.0,24.6,71.0,14.8,2.048976,2.107585,2.071066,2.142461,1.424226,9.287368
8127,351.0,350.0,1.0,25.7,63.0,23.8,2.208555,2.637342,2.139226,2.587986,1.843658,11.809572
8128,356.0,349.0,0.0,28.2,50.0,24.5,2.32538,2.658714,2.303555,2.575048,1.827984,11.90386
8129,186.0,181.0,2.0,26.2,62.0,33.5,1.988856,1.608535,1.965031,1.597679,1.005235,7.920192
8130,993.0,181.0,577.0,30.0,42.0,23.0,7.474405,7.574881,7.5,7.506742,4.876241,35.59372
8131,449.0,410.0,25.0,30.9,39.0,22.7,4.673702,3.176216,6.367347,3.686014,2.288924,21.002652
8132,839.0,269.0,536.0,31.0,40.0,14.8,6.750731,6.536926,6.668056,6.409702,4.062725,30.950036
8133,184.0,165.0,31.0,30.8,38.0,20.9,4.08141,3.613631,4.111137,3.432723,1.88664,18.15044
8134,104.0,114.0,2.0,30.5,39.0,20.9,0.756868,0.880388,0.850493,1.278125,0.605066,4.00724
8136,0.0,0.0,1.0,21.2,87.0,12.2,0.0,0,0.0,0.0,0.0,0.0
8137,68.0,51.0,61.0,21.9,80.0,13.7,0.465769,0.474586,0.465861,0.471407,0.262079,1.980048
8138,336.0,129.0,323.0,23.2,73.0,16.9,2.240506,2.412456,2.13688,1.610731,1.621811,9.098792
